ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability,Lines
org.jdesktop.swingx.Actions.getSortedColumn,0,0,0,0,0,0,0,0,0,2.858333333333334,10
net.sourceforge.ganttproject.MouseListenerBase.mousePressed,0,0,0,0,0,0,0,0,0,0.0,12
org.jdesktop.swingx.Actions.setPreferredScrollableViewportSize,0,0,0,0,0,0,0,0,0,3.13,1
net.sourceforge.ganttproject.action.ResourceActionSet.getActions,0,0,0,0,0,0,0,0,0,3.114318764680188,4
org.jdesktop.swingx.painter.AbstractLayoutPainter.isFillHorizontal,0,0,0,0,0,0,0,0,0,2.6793512530619394,1
org.jdesktop.swingx.renderer.CheckBoxProvider.configureState,0,0,0,0,0,0,0,0,0,2.17,2
org.flexdock.perspective.persist.OutputStreamPersistenceHandler.store,0,0,0,0,0,0,0,0,0,3.1361801350741905,3
net.sourceforge.ganttproject.GanttTreeCellRenderer.setLinkTasksAction,0,0,0,0,0,0,0,0,0,2.86,1
net.sourceforge.ganttproject.task.TaskSelectionManager.getSelectedTasks,0,0,0,0,0,0,0,0,0,1.0419752629701637,1
org.jdesktop.swingx.calendar.CalendarUtils.endOfWeek,0,0,0,0,0,0,0,0,0,4.327455143572753,3
org.jdesktop.swingx.plaf.windows.WindowsClassicStatusBarUI.createUI,0,0,0,0,0,0,0,0,0,0.0,1
net.sourceforge.ganttproject.delay.DelayManager.taskMoved,0,0,0,0,0,0,0,0,0,0.0,0
org.jdesktop.swingx.TreeTableHackerExt2.isCollapsed,0,0,0,0,0,0,0,0,0,4.17,1
org.jdesktop.swingx.ColorChangeListener.setChooser,0,0,0,0,0,0,0,0,0,3.1175,2
net.sourceforge.ganttproject.GanttTreeCellRenderer.hasAProjectTaskDescendant,0,0,0,0,0,0,0,0,0,2.926666666666667,7
net.sourceforge.ganttproject.gui.options.TaskCategoryListPanel.getElementAt,0,0,0,0,0,0,0,0,0,2.375,1
net.sourceforge.ganttproject.task.ResourceAssignmentImpl.setLineNumber,0,0,0,0,0,0,0,0,0,2.9824295861868917,1
net.sourceforge.ganttproject.GanttOptions.saveRoleSets,0,0,0,0,0,0,0,0,0,1.061900973328774,6
org.jdesktop.swingx.painter.AlphaPainter.setAlpha,0,0,0,0,0,0,0,0,0,2.265,2
org.jdesktop.swingx.JXMonthView.setSelectionModel,0,0,0,0,0,0,0,0,0,3.3850118624556518,9
org.jdesktop.swingx.LinkRenderer.getTreeCellRendererComponent,0,0,0,0,0,0,0,0,0,2.57448783663734,14
org.jdesktop.swingx.treetable.AbstractMutableTreeTableNode.toString,0,0,0,0,0,0,0,0,0,2.289056854939607,5
net.sourceforge.ganttproject.calendar.Interval.setEndDate,0,0,0,0,0,0,0,0,0,3.52,1
org.jdesktop.swingx.autocomplete.DefaultObjectToStringConverter.getPreferredStringForItem,0,0,0,0,0,0,0,0,0,4.41,1
org.jdesktop.swingx.TreeTableModelAdapter.treeNodesInserted,0,0,0,0,0,0,0,0,0,0.0,1
org.jdesktop.swingx.action.AbstractActionExt.setActionCommand,0,0,0,0,0,0,0,0,0,4.89,1
org.jdesktop.swingx.JXRadioGroup.clearAll,0,0,0,0,0,0,0,0,0,1.7755020718806964,3
net.sourceforge.ganttproject.gui.SettinsDefaultTreeCellRenderer.getTreeCellRendererComponent,0,0,0,0,0,0,0,0,0,3.3371350636325725,6
org.jdesktop.swingx.plaf.macosx.MacOSXErrorPaneUI.createUI,0,0,0,0,0,0,0,0,0,0.0,1
org.jdesktop.swingx.decorator.SorterBasedSortController.toggleSortOrder,0,0,0,0,0,0,0,0,0,3.1312500000000005,1
net.sourceforge.ganttproject.resource.ResourceNode.setEMail,0,0,0,0,0,0,0,0,0,3.351626833355919,2
org.jdesktop.swingx.decorator.ColorHighlighter.setForeground,0,0,0,0,0,0,0,0,0,3.047046630848746,2
org.jdesktop.swingx.util.OS.isWindows2003,0,0,0,0,0,0,0,0,0,0.3264099660621276,1
org.jdesktop.swingx.table.ColumnHeaderRenderer.initDelegate,0,0,0,0,0,0,0,0,0,3.103339759379417,1
net.sourceforge.ganttproject.calendar.IntervalManager.addIntervalType,0,0,0,0,0,0,0,0,0,3.3,1
org.jdesktop.swingx.treetable.FileSystemModel.isValidFileNode,0,0,0,0,0,0,0,0,0,2.42,7
org.jdesktop.swingx.table.TableColumnExt.removeHighlighter,0,0,0,0,0,0,0,0,0,4.77,3
org.jdesktop.swingx.graphics.BlendComposite.isRgbColorModel,0,0,0,0,0,0,0,0,0,0.5375,4
net.sourceforge.ganttproject.datafilter.task.TodaysAgendaFilteredTasks.getAutoFixList,0,0,0,0,0,0,0,0,0,2.940186930608359,1
org.jdesktop.swingx.PatternModel.setIncremental,0,0,0,0,0,0,0,0,0,2.68,2
org.jdesktop.swingx.RolloverController.isEnabled,0,0,0,0,0,0,0,0,0,2.104428086020167,3
org.jdesktop.swingx.util.SwingWorker.get,0,0,0,0,0,0,0,0,0,2.6163183876171328,1
org.jdesktop.swingx.TreeTableCellRenderer.getTableCellRendererComponent,0,0,0,0,0,0,0,0,0,2.8164645698310586,18
org.jdesktop.swingx.table.DatePickerCellEditor.getTreeCellEditorComponent,0,0,0,0,0,0,0,0,0,3.0808641137895547,4
org.jdesktop.swingx.TreeTableHackerExt2.expandOrCollapseNode,0,0,0,0,0,0,0,0,0,2.1312700580515727,29
net.sourceforge.ganttproject.action.task.TaskPropertiesAction.run,0,0,0,0,0,0,0,0,0,2.017258125328329,5
org.jdesktop.swingx.painter.PinstripePainter.setStripeWidth,0,0,0,0,0,0,0,0,0,3.15,2
net.sourceforge.ganttproject.GanttXMLOptionsParser.setExportRelations,0,0,0,0,0,0,0,0,0,0.0,1
net.sourceforge.ganttproject.parser.ResourceTagHandler.loadCustomProperty,0,0,0,0,0,0,0,0,0,1.4430059513783386,6
org.jdesktop.swingx.util.Utilities.toPrimitiveArray,0,0,0,0,0,0,0,0,0,0.08277817345439666,41
net.sourceforge.ganttproject.chart.RenderedChartImage.getChart,0,0,0,0,0,0,0,0,0,2.6359264754073215,7
net.sourceforge.ganttproject.parser.ViewTagHandler.loadViewState,0,0,0,0,0,0,0,0,0,0.8708627666315669,1
org.jdesktop.swingx.TreeTableModelAdapter.run,0,0,0,0,0,0,0,0,0,2.8522002444866352,1
org.jdesktop.swingx.event.DateSelectionEvent.getEventType,0,0,0,0,0,0,0,0,0,2.4990913866961746,1
org.jdesktop.swingx.util.SwingWorker.process,0,0,0,0,0,0,0,0,0,0.0,0
net.sourceforge.ganttproject.document.DocumentCreator.getPassword,0,0,0,0,0,0,0,0,0,2.16,1
org.jdesktop.swingx.plaf.basic.BasicTitledPanelUI.uninstallListeners,0,0,0,0,0,0,0,0,0,2.7781211456940706,1
net.sourceforge.ganttproject.GanttCalendar.getdayMonth,0,0,0,0,0,0,0,0,0,1.6121259725218613,1
org.jdesktop.swingx.SegmentCache.getSharedInstance,0,0,0,0,0,0,0,0,0,1.8216290984177654,1
net.sourceforge.ganttproject.importer.VisibleFieldsImpl.clear,0,0,0,0,0,0,0,0,0,1.21,1
org.jdesktop.swingx.JXMonthView.getTodayBackground,0,0,0,0,0,0,0,0,0,1.8187217714737476,1
net.sourceforge.ganttproject.AbstractChartImplementation.addRenderer,0,0,0,0,0,0,0,0,0,2.804247130015076,1
org.jdesktop.swingx.decorator.PainterHighlighter.uninstallPainterListener,0,0,0,0,0,0,0,0,0,3.0287782990531325,3
net.sourceforge.ganttproject.MouseMotionListenerBase.mouseDragged,0,0,0,0,0,0,0,0,0,1.5150000000000001,4
net.sourceforge.ganttproject.gui.about.LibraryFieldTableModel.getColumnName,0,0,0,0,0,0,0,0,0,0.988099722331004,1
org.jdesktop.beans.AbstractBean.clone,0,0,0,0,0,0,0,0,0,2.85,3
net.sourceforge.ganttproject.gui.taskproperties.InternalAction.onSelectionChanged,0,0,0,0,0,0,0,0,0,1.2766887156344215,7
org.jdesktop.swingx.ListAdapter.setCellRenderer,0,0,0,0,0,0,0,0,0,3.0,2
org.jdesktop.swingx.painter.ImagePainter.getImageString,0,0,0,0,0,0,0,0,0,4.305,1
org.jdesktop.swingx.plaf.windows.XPPaneBorder.paintTitleBackground,0,0,0,0,0,0,0,0,0,2.4549784701638906,13
org.jdesktop.swingx.border.MatteBorderExt.paintBottom,0,0,0,0,0,0,0,0,0,1.5682838459915125,4
net.sourceforge.ganttproject.task.CustomColumnsValues.clone,0,0,0,0,0,0,0,0,0,1.6233800382108434,4
org.jdesktop.swingx.calendar.SingleDaySelectionModel.getSelection,0,0,0,0,0,0,0,0,0,0.8982621631312419,1
net.sourceforge.ganttproject.GanttGraphicArea.mouseEntered,0,0,0,0,0,0,0,0,0,0.0,1
org.jdesktop.swingx.TreeSearchable.findExtendedMatch,0,0,0,0,0,0,0,0,0,3.925,1
org.jdesktop.swingx.icon.EmptyIcon.paintIcon,0,0,0,0,0,0,0,0,0,0.0,0
org.jdesktop.swingx.plaf.windows.WindowsClassicTaskPaneUI.createUI,0,0,0,0,0,0,0,0,0,0.0,1
org.jdesktop.swingx.plaf.ContextMenuAuxTextUI.uninstallUI,0,0,0,0,0,0,0,0,0,0.0,1
net.sourceforge.ganttproject.GanttProjectImpl.removeProjectEventListener,0,0,0,0,0,0,0,0,0,2.169058802149948,1
net.sourceforge.ganttproject.gui.projectwizard.BackAction.nextPage,0,0,0,0,0,0,0,0,0,2.2120551923057246,8
org.jdesktop.swingx.action.BooleanInvocationHandler.actionPerformed,0,0,0,0,0,0,0,0,0,0.0,5
org.jdesktop.swingx.painter.MattePainter.provideShape,0,0,0,0,0,0,0,0,0,1.875,1
net.sourceforge.ganttproject.task.hierarchy.TaskHierarchyItem.getNestedItems,0,0,0,0,0,0,0,0,0,2.2364354217052984,9
org.jdesktop.swingx.TreeAdapter.hasFocus,0,0,0,0,0,0,0,0,0,4.411159474691981,1
org.jdesktop.swingx.decorator.ColorHighlighter.setSelectedBackground,0,0,0,0,0,0,0,0,0,3.0470800268226808,2
net.sourceforge.ganttproject.ChangeTaskBoundaryInteraction.apply,0,0,0,0,0,0,0,0,0,0.3962642953550511,6
org.jdesktop.swingx.plaf.ContextMenuHandler.mousePressed,0,0,0,0,0,0,0,0,0,0.0,1
net.sourceforge.ganttproject.action.project.SaveProjectAsAction.actionPerformed,0,0,0,0,0,0,0,0,0,1.3751823915657493,3
net.sourceforge.ganttproject.GanttGraphicArea.mouseExited,0,0,0,0,0,0,0,0,0,0.0,1
org.jdesktop.swingx.ActionSelectionListener.getChildButton,0,0,0,0,0,0,0,0,0,2.8266666666666667,1
net.sourceforge.ganttproject.gui.DefaultDateIntervalModel.getIntervals,0,0,0,0,0,0,0,0,0,1.21,1
org.jdesktop.swingx.ClippedTreeCellRenderer.getItemRect,0,0,0,0,0,0,0,0,0,2.205,3
net.sourceforge.ganttproject.GanttTreeCellRenderer.run,0,0,0,0,0,0,0,0,0,1.4464174074265894,21
org.jdesktop.swingx.combobox.ListComboBoxModel.getSize,0,0,0,0,0,0,0,0,0,3.073886846912395,1
