ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
net.sf.jasperreports.engine.design.JasperDesign.setSummary,0,0,0,0,0,0,0,0,0,2.682767013555742
net.sf.jasperreports.engine.fill.StylesList.getParameter,0,0,0,0,0,0,0,0,0,2.69
net.sf.jasperreports.engine.util.JRElementsVisitor.visitElements,0,0,0,0,0,0,0,0,0,2.53
net.sf.jasperreports.engine.fill.JRRecordedValues.getRecordedFieldValues,0,0,0,0,0,0,0,0,0,1.0497581926552544
net.sf.jasperreports.charts.design.JRDesignValueDisplay.getEventSupport,0,0,0,0,0,0,0,0,0,2.7229540154989995
net.sf.jasperreports.charts.fill.JRFillAreaPlot.setValueAxisTickLabelFont,0,0,0,0,0,0,0,0,0,3.93
net.sf.jasperreports.engine.DefaultStyleProvider.setPageWidth,0,0,0,0,0,0,0,0,0,4.2700000000000005
net.sf.jasperreports.engine.JRAbstractExporter.Non_in_method,0,0,0,0,0,0,0,0,0,2.9139999999999997
net.sf.jasperreports.engine.design.JRDesignQuery.addTextChunk,0,0,0,0,0,0,0,0,0,4.395
net.sf.jasperreports.engine.fill.BoundElementMap.setClassLoader,0,0,0,0,0,0,0,0,0,2.298491484399777
net.sf.jasperreports.engine.fill.JRIntegerAverageIncrementer.getInstance,0,0,0,0,0,0,0,0,0,2.039774822377681
net.sf.jasperreports.engine.xml.ErrorHandlerImpl.warning,0,0,0,0,0,0,0,0,0,1.85
net.sf.jasperreports.engine.fill.JRHorizontalFiller.fillColumnHeaders,0,0,0,0,0,0,0,0,0,1.1252324640155227
net.sf.jasperreports.engine.fill.JRFillFrame.setTopBorderColor,0,0,0,0,0,0,0,0,0,4.1000000000000005
net.sf.jasperreports.engine.ParameterOverriddenResolver.setParameter,0,0,0,0,0,0,0,0,0,1.3666666666666665
net.sf.jasperreports.engine.base.JRBaseStyle.setLineSpacing,0,0,0,0,0,0,0,0,0,2.832334493425986
net.sf.jasperreports.charts.xml.JRXyLineChartFactory.createObject,0,0,0,0,0,0,0,0,0,2.0383333333333336
net.sf.jasperreports.engine.fill.JRFillBand.fill,0,0,0,0,0,0,0,0,0,2.679300988927632
net.sf.jasperreports.engine.design.JRDesignVariable.setCalculation,0,0,0,0,0,0,0,0,0,2.753689452112327
net.sf.jasperreports.engine.fill.JRFillContext.hasLoadedImage,0,0,0,0,0,0,0,0,0,2.1306672173012813
net.sf.jasperreports.engine.xml.JRXmlConstants.getOrientationMap,0,0,0,0,0,1,0,0,0,3.4723570367994867
net.sf.jasperreports.charts.design.JRDesignTimeSeriesDataset.getSeries,0,0,0,0,0,0,0,0,0,2.996466568398942
net.sf.jasperreports.engine.fill.JRFillFrame.fill,0,0,0,0,0,0,0,0,0,3.657841529489486
net.sf.jasperreports.engine.design.JasperDesign.addFont,0,0,0,0,0,0,0,0,0,1.9874648886908926
net.sf.jasperreports.engine.JasperManager.loadDesign,0,0,0,0,0,0,0,0,0,3.7275
net.sf.jasperreports.crosstabs.fill.JRFillCrosstabMeasure.getValueClassName,0,0,0,0,0,0,0,0,0,3.5577525643243897
