ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
com.aelitis.azureus.core.clientmessageservice.impl.ClientConnection.ClientConnection,0,0,0,0,0,0,0,0,0,2.8897879564303586
com.aelitis.azureus.ui.swt.shells.opentorrent.TableColumnOTOF_Size.refresh,0,0,0,0,0,0,0,0,0,1.4800000000000002
com.aelitis.azureus.ui.swt.views.skin.SearchQuery.SearchQuery,0,0,0,0,0,0,0,0,0,2.3499999999999996
com.aelitis.azureus.core.devices.impl.DeviceImpl.setExportable,0,0,0,0,0,0,0,0,0,0.3648728761186525
com.aelitis.azureus.core.peermanager.uploadslots.DownloadingRanker.getNextOptimisticPeer,0,0,0,0,0,0,0,0,0,1.135
com.aelitis.azureus.ui.swt.shells.opentorrent.Partition.addTorrent,0,0,0,0,0,0,0,0,0,1.74125
com.aelitis.azureus.core.speedmanager.DML.importInt,0,0,0,0,0,0,0,0,0,4.316666666666666
com.aelitis.azureus.plugins.startstoprules.defaultplugin.ProcessVars.process,0,0,0,0,0,0,0,0,0,1.2486636339630814
com.aelitis.azureus.core.networkmanager.admin.impl.NetworkAdminTCPTester.testInbound,0,0,0,0,0,0,0,0,0,3.137547046146442
com.aelitis.azureus.core.peer.cache.CacheDiscovery.lookup,0,0,0,0,0,0,0,0,0,0.7938076443738492
com.aelitis.azureus.core.messenger.browser.listeners.Empty_class.Non_in_method,0,0,0,0,0,0,0,0,0,3.0700000000000003
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectImage.setupAnimationTrigger,0,0,0,0,0,0,0,0,0,3.1
com.aelitis.azureus.core.peermanager.peerdb.PeerItem.convertSourceString,0,0,0,0,0,0,0,0,0,2.675
com.aelitis.azureus.ui.swt.devices.DeviceManagerUI.buildSideBar,0,0,0,0,0,0,0,0,0,1.694417170083786
com.aelitis.azureus.plugins.net.buddy.swt.BuddyPluginView.chatCreated,0,0,0,0,0,0,0,0,0,2.78930092399864
com.aelitis.azureus.ui.swt.mdi.TabbedEntry.run,0,0,0,0,0,0,0,0,0,1.4393746650602812
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestStore.setRandomID,0,0,0,0,0,0,0,0,0,1.9416431765741535
com.aelitis.azureus.plugins.net.buddy.BuddyPlugin.setMessagePending,0,0,1,0,0,0,0,0,0,2.4930152137990915
com.aelitis.azureus.plugins.magnet.MagnetPlugin.reportActivity,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.drivedetector.impl.DriveDetectedInfoImpl.getInfoMap,0,0,0,0,0,0,0,0,0,2.190670093024083
com.aelitis.azureus.core.dht.transport.udp.impl.DHTTransportAlternativeContactImpl.getAge,0,0,0,0,0,0,0,0,0,1.1592513302251124
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestFindNode.setNodeStatus,0,0,0,0,0,0,0,0,0,1.193763167694275
com.aelitis.azureus.ui.swt.skin.SWTSkin.createTextbox,0,0,0,0,0,0,0,0,0,2.299444444444444
com.aelitis.azureus.core.metasearch.impl.EngineImpl.configDirty,0,0,0,0,0,0,0,0,0,0.823930269065883
com.aelitis.azureus.core.speedmanager.impl.v2.SMConst.calculateMinUpload,0,0,0,0,0,0,0,0,0,1.2337500000000001
com.aelitis.azureus.core.networkmanager.impl.TransferProcessor.getCurrentNumBytesAllowed,0,0,0,0,0,0,0,0,0,2.0047559225454594
com.aelitis.azureus.core.pairing.impl.swt.RemoteHistoryEntry.wasLastGood,0,0,0,0,0,0,0,0,0,1.863306562656486
com.aelitis.azureus.core.messenger.PlatformMessenger.runSupport,0,0,0,0,0,0,0,0,0,2.709432609885497
com.aelitis.azureus.core.cnetwork.impl.ContentNetworkImpl.getSearchService,0,0,0,0,0,0,0,0,0,2.89
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectExpandItem.setExpandedVariable,0,0,0,0,0,0,0,0,0,2.7065319186656587
com.aelitis.azureus.core.instancemanager.impl.AZInstanceManagerImpl.setIncludeWellKnownLANs,0,0,0,0,0,0,0,0,0,1.780808682425881
com.aelitis.azureus.core.content.RelatedContentManager.initializationComplete,0,0,0,0,0,0,0,0,0,1.1108666232975803
com.aelitis.azureus.core.clientmessageservice.secure.impl.SecureMessageServiceClientMessageImpl.cancel,0,0,0,0,0,0,0,0,0,1.7799754278430227
com.aelitis.azureus.ui.swt.shells.main.MainWindowImpl.getMetrics,0,0,0,0,0,0,0,0,0,2.2286688010548183
com.aelitis.azureus.core.peermanager.messaging.bittorrent.ltep.UTMetaData.getPiece,0,0,0,0,0,0,0,0,0,3.049282027604376
com.aelitis.azureus.core.dht.control.impl.anonContact.sendStore,0,0,0,0,0,0,0,0,0,1.647528182142264
com.aelitis.azureus.core.subs.impl.SubscriptionResultFilter.getString,0,0,1,0,0,0,0,0,0,1.2842338688904495
com.aelitis.azureus.plugins.net.netstatus.NetStatusPlugin.getProtocolTester,0,0,0,0,0,0,0,0,0,1.6804185331604766
com.aelitis.azureus.ui.swt.subscriptions.SubscriptionWizard.createOptInComposite,0,0,0,0,0,0,0,0,0,3.1853994119549363
com.aelitis.azureus.plugins.net.buddy.swt.statusUpdater.run,0,0,0,0,0,0,0,0,0,3.034820299095779
com.aelitis.azureus.core.networkmanager.ConnectionEndpoint.getNotionalAddress,0,0,0,0,0,0,0,0,0,1.827762992214854
com.aelitis.azureus.core.networkmanager.impl.TransportImpl.selectSuccess,0,0,0,0,0,0,0,0,0,3.215
com.aelitis.azureus.ui.swt.skin.SWTSkinUtils.runSupport,0,0,0,0,0,0,0,0,0,1.7732599017285213
com.aelitis.azureus.plugins.net.buddy.BuddyPlugin.addDownload,0,0,0,0,0,0,0,0,0,2.2332285971455983
